1.00E+00,8.69E-01,-6.35E-01,2.26E-01,3.27E-01,-6.90E-01,7.54E-01,-2.49E-01,-1.09E+00,0.00E+00,1.37E+00,-6.54E-01,9.30E-01,1.11E+00,1.14E+00,-1.58E+00,-1.05E+00,0,6.58E-01,-1.05E-02,-4.58E-02,3.10E+00,1.35E+00,9.80E-01,9.78E-01,9.20E-01,7.22E-01,9.89E-01,8.77E-01
0,1.630427957,0.404142857,0.401026458,2.722408772,0.355643511,1.362199306,0.015818244,-1.174111485,0,1.002695441,-0.223355666,-1.46606636,0,0.782744288,-0.882768333,1.008969069,0,1.536385894,0.387634933,1.59632051,1.550980687,0.859235466,0.827232599,0.995416045,0.764765799,0.520597279,0.850413084,0.929865479
1,0.326305211,-0.797734618,0.223470837,1.248234391,-1.427856565,0.923767149,-0.27828002,-0.470051944,0,0.894418478,0.389581114,-0.809702694,0,1.205289245,0.352439135,0.626201689,2.548224449,1.626933336,-0.426866174,1.153500795,0,0.887943745,0.924601197,0.987189472,0.854093671,0.385012567,0.789911509,0.724627137
1,1.381169677,0.521993101,0.574698031,0.35734719,0.037136111,0.41305694,-0.607036352,-1.308270216,0,0.655957222,-1.144217849,-0.454608768,2.214872122,1.027033567,-1.158573747,0.533560932,0,1.809488654,0.567524791,-1.475778103,0,0.936185598,1.107217431,0.983808219,0.693327129,0.562044561,0.825386763,0.846232891
1,0.304161131,-0.736374557,0.686225116,0.477171868,-1.274736166,0.907003105,0.324769974,-0.463953853,2.173076153,0.46886465,-0.454542577,-0.168871418,0,0.618187129,2.103757858,1.222542167,0,1.093141556,0.904818118,1.165153861,0,1.181790352,1.033701301,0.993943453,0.648399293,0.936097026,0.732592463,0.661779046
1,0.661760867,0.486930221,0.542516053,2.630617857,1.098062992,1.021878481,-2.306271076,-0.652998626,0,1.70083034,-0.235012144,-0.875727415,2.214872122,1.050918102,0.827588975,1.20146215,0,0.829044759,-0.943216622,0.566403747,3.101961374,4.883953571,2.585889339,0.992005229,1.935075045,1.144530296,1.818774581,2.094304085
0,1.096041441,1.308959961,1.234428167,0.619359255,0.402118027,0.976899385,1.525918961,-1.187970757,0,1.415533066,0.559571445,1.460766315,0,1.192117572,0.093018256,0.211259693,0,3.475610495,-0.112059012,-0.387592733,1.550980687,1.498920918,0.874764919,0.981313646,1.79860127,1.055874467,1.24121809,1.233854413
0,0.694336474,1.179422021,0.778332114,4.369886398,1.18472147,1.466356754,0.141577452,-0.643019855,0,0.889130533,0.48866123,-0.355849624,0,1.773951173,1.064253569,-0.681414843,2.548224449,1.90466094,0.119465858,0.61079675,0,0.760410786,0.943812251,0.985555887,0.795549273,1.178456664,1.215754509,1.605458379
1,0.547563195,1.952753425,-0.183900028,0.538151026,-1.167114973,0.704459488,-0.551583469,1.073985934,2.173076153,0.431471288,0.402208954,1.486288548,2.214872122,0.855451524,-0.462233454,-0.186033413,0,0.458092242,-0.991520345,-1.722159147,0,0.719834149,0.764818966,0.990850806,0.645156503,0.503938317,0.740394235,0.697775483
0,0.359429836,1.459925056,-0.308743805,1.922936201,-1.075733304,1.18979454,-0.298084646,0.793471932,2.173076153,1.027246594,2.270160437,0.788312674,0,1.473111749,-0.467694908,-1.250018477,2.548224449,0.886975646,-0.503485918,0.317248255,0,0.613709271,0.788187206,0.990073323,0.869426548,1.59849143,1.161534905,0.906986892
1,0.920901775,1.001185775,0.337217391,0.8577528,-0.938019693,0.605523705,-0.8635059,1.579021811,2.173076153,0.632539213,-0.242783144,-1.539304018,0,0.767113984,1.522108674,-0.064546376,0,1.091194272,-0.362738788,0.307259828,3.101961374,0.743266284,0.796418071,1.123044729,1.248725414,0.806720018,0.886313736,0.797871351
1,0.632479429,0.189869761,0.413788259,0.837437868,0.779695094,1.226162672,0.464392394,1.308486581,0,1.833532691,-0.861548185,-0.821354032,2.214872122,0.758859813,0.260504007,-0.922724724,2.548224449,1.211193919,-0.285286248,-0.044102266,0,0.81272459,1.001378655,0.988469303,0.832423806,0.786440015,1.271732092,1.055553794
1,1.069871187,-0.796760619,0.209599301,0.390299499,1.260557413,0.742018461,-1.250685811,-1.132533312,2.173076153,0.872259438,-0.594420373,0.740597308,2.214872122,0.437297136,-1.911349177,1.064997315,0,0.682270288,-2.051704407,-0.749953091,0,0.611270189,0.865621328,0.987860084,0.899733543,1.239206553,0.759575903,0.67686981
1,1.217925549,0.527836919,0.3976973,0.401462823,-1.08056736,0.759240568,-0.270358205,1.316802263,2.173076153,0.525772989,2.107941151,-0.872398376,0,0.665780485,1.847067595,1.20146215,0,0.789369404,0.784891605,-0.262737513,3.101961374,0.869708002,0.700023413,0.987401962,0.920942307,0.967771649,0.946738005,0.811650097
1,0.896561563,-0.580539584,0.565265417,1.012639403,-0.067992836,1.052292109,-0.163413376,1.581793666,2.173076153,0.511042297,-0.461342216,-0.9955706,0,0.797847748,0.229555562,0.033189662,0,0.505313277,-0.009621746,1.041408539,0,0.863740742,1.074577689,0.988113105,0.6797719,0.86329037,0.808664858,0.720421374
1,0.659930825,0.330121249,1.295462966,0.028644159,0.110612981,0.763088167,-1.14275074,0.102720313,0,0.891648591,-1.438544035,-0.518969059,0,1.652772427,-0.901883543,1.278015614,2.548224449,1.722349048,-0.880754888,-1.416402459,3.101961374,0.974758685,1.132182956,0.515454471,0.513733864,0.845055103,0.964271843,0.796473324
0,0.623328984,1.449211478,-0.107884027,0.975167215,-1.453680992,0.774080992,-0.200051889,1.550748587,2.173076153,0.493163973,-0.760525286,-0.946745634,0,0.816463649,0.845793962,0.24343434,2.548224449,0.992857814,0.115301736,0.3055951,0,0.931599319,0.921568215,1.011216998,0.712081969,1.089405894,0.847212672,0.811788976
